FECHA DE EVENTO,CATEGORÍA PC,INSTANCIA,NOMBRE ACTIVIDAD,MODALIDAD,ÁREA,PARTICIPACIÓN CIUDADANA,DIRECCIÓN,COMUNA,DESCRIPCIÓN,INSCRIPTOS,ASISTENTES,CANTIDAD DE VOTOS,RESULTADO VOTACION,RELEVAMIENTOS DE OPINIÓN
17/09/20,N/C,Reunión,Jornada Carrera Docente 2,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",15,10,,,
18/09/20,N/C,Reunión,Jornada Carrera Docente 3,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",24,15,,,
18/09/20,N/C,Reunión,Jornada Carrera Docente 4,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",22,5,,,
21/09/20,N/C,Reunión,Jornada Carrera Docente 5,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",19,13,,,
21/09/20,N/C,Reunión,Jornada Carrera Docente 6,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",28,8,,,
22/09/20,N/C,Reunión,Jornada Carrera Docente 7,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",24,16,,,
22/09/20,N/C,Reunión,Jornada Carrera Docente 8,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",68,15,,,
23/09/20,N/C,Reunión,Jornada Carrera Docente 9,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",36,17,,,
23/09/20,N/C,Reunión,Jornada Carrera Docente 10,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",19,8,,,
24/09/20,N/C,Reunión,Jornada Carrera Docente 11,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",55,32,,,
24/09/20,N/C,Reunión,Jornada Carrera Docente 12,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",30,20,,,
25/09/20,N/C,Reunión,Jornada Carrera Docente 13,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",35,17,,,
25/09/20,N/C,Reunión,Jornada Carrera Docente 14,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",22,9,,,
28/09/20,N/C,Reunión,Jornada Carrera Docente 15,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",112,34,,,
28/09/20,N/C,Reunión,Jornada Carrera Docente 16,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",78,20,,,
30/09/20,N/C,Reunión,Jornada Carrera Docente 17,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",9,20,,,
01/10/20,N/C,Reunión,Jornada Carrera Docente 18,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",29,6,,,
02/10/20,N/C,Reunión,Jornada Carrera Docente 19,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",56,14,,,
06/10/20,N/C,Reunión,Jornada Carrera Docente 20,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",28,10,,,
07/10/20,N/C,Reunión,Jornada Carrera Docente 21,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",35,10,,,
09/10/20,N/C,Reunión,Jornada Carrera Docente 22,Virtual,Ministerio de Educación,N/C,,Todas,"El objetivo fue desarrollar un proceso participativo para escuchar las inquietudes y necesidades de los y las docentes respecto de su formación y desarrollo profesional. Previamente, la Subsecretaría de Carrera Docente realizó encuestas telefónicas donde consultaron sobre las aspiraciones profesionales de los y las docentes y su posición respecto a los alcances de su carrera. Se invitó a los y las docentes a participar en encuentros virtuales realizados con la colaboración de la DGPCC.",58,18,,,
