FECHA DE EVENTO,CATEGORÍA PC,INSTANCIA,NOMBRE ACTIVIDAD,MODALIDAD,ÁREA,PARTICIPACIÓN CIUDADANA,DIRECCIÓN,COMUNA,DESCRIPCIÓN,INSCRIPTOS,ASISTENTES,CANTIDAD DE VOTOS,RESULTADO VOTACION,RELEVAMIENTOS DE OPINIÓN
30/07/2021,N/C,Reunión,Segunda Maraton de ideas: Ambiente 4,Presencial,Dirección General de Antropología Urbana,N/C,Avenida Sarmiento 2601,14,"La Dirección General Antropología Urbana en la órbita de la Secretaría Desarrollo Urbano con la colaboración de la DGPCC, realizó encuentros con el objetivo de que puedan intercambiar sus percepciones, experiencias y deseos respecto a la temática ambiente.",57,7,N/C,N/C,N/C
13/08/2021,N/C,Voluntariado,Voluntariado - Jornada de concientización de colillas de cigarrillos,Presencial,Secretaria de Ambiente,N/C,Av. 9 de Julio y Av. Corrientes,1,En el marco del Día de la Juventud (12 de Agosto) se realizó una acción de voluntariado para concientizar a los vecinos sobre la correcta disposición de las colillas de cigarrillo y así eliminar el mal hábito de arrojarlas a la vía pública.,266,4,N/C,N/C,N/C
25/08/2021,N/C,Voluntariado,Voluntariado de plantación  - Complejos habitacionales_Piedra buena,Presencial,Dirección General espacios Verdes y Arbolado,N/C,N/C,8,"En marco de la puesta en valor y obras realizadas en los entornos públicos de 13 complejos habitacionales de la Ciudad, se invita a los vecinos y vecinas a formar parte de una jornada de plantaciones que lo vinculen con ellas, visibilizando la labor realizada y fomentando la identidad barrial de cada uno.",138,11,N/C,N/C,N/C
27/08/2021,N/C,Voluntariado,Voluntariado de plantación  - Complejos habitacionales_Soldati,Presencial,Dirección General espacios Verdes y Arbolado,N/C,N/C,8,"Se invita a los vecinos y vecinas de la Ciudad a formar parte de una jornada de plantaciones que lo vinculen con ellas, visibilizando la labor realizada y fomentando la identidad barrial de cada uno.",148,8,N/C,N/C,N/C
30/08/2021,N/C,Voluntariado,Voluntariado_Pacto Emprendedor,Virtual,Ministerio de Desarrollo Económico y Producción,N/C,N/C,N/C,"Se colaboró con el Programa Pacto Emprendedor ofreciendo a los mentores inscriptos a que retiren su constancia de horas aportadas a los ODS, con el auspicio de ONU.  El program de Pacto Emprendedor consta de la búsqueda de mentores voluntarios para crear duplas con emprendedores y generar un espacio de mentoreo en el que se promueva el crecimiento y escalabilidad de sus proyectos a través del intercambio de experiencias.",83,N/C,N/C,N/C,N/C
14/09/2021,N/C,Reunión,Dialogando con docentes_1.1,Virtual,Ministerio de Educación,N/C,N/C,N/C,"Se realizaron encuentros virtuales en el cual se dialogó con los docentes y cuerpo directivo de escuelas primarias de gestión estatal y privada sobre la Promoción Acompañada.
Se les consultó por: Criterios del Acompañamiento, Estrategias, Problemáticas, Evaluación, Documentación de avances, Impacto Emocional. ",31,10,N/C,N/C,N/C
14/09/2021,N/C,Reunión,Dialogando con docentes_1.2,Virtual,Ministerio de Educación,N/C,N/C,N/C,"Se realizaron encuentros virtuales en el cual se dialogó con los docentes y cuerpo directivo de escuelas primarias de gestión estatal y privada sobre la Promoción Acompañada.
Se les consultó por: Criterios del Acompañamiento, Estrategias, Problemáticas, Evaluación, Documentación de avances, Impacto Emocional. ",48,25,N/C,N/C,N/C
14/09/2021,N/C,Votación,"Votación - Mi árbol, un mural 2da edición",Virtual,Subsecretaría de Gestión Comunal,N/C,N/C,7,"En el marco de un concurso de dibujos confeccionados por niños/as, organizado por la Dirección General Espacios Verdes y Arbolado, se realizó una votación para que los vecinos y vecinas elijan su favorito.
",N/C,N/C,2180,"Se recolectaron 2180 votos en total:
Dibujo 1 - 898 votos - 41,2%. 
Dibujo 2 - 770 votos - 35,3%. 
Dibujo 3 - 512 votos - 23,5%. 
",N/C
15/09/2021,N/C,Reunión,Dialogando con docentes_2.1,Virtual,Ministerio de Educación,N/C,N/C,N/C,"Se realizaron encuentros virtuales en el cual se dialogó con los docentes y cuerpo directivo de escuelas primarias de gestión estatal y privada sobre la Promoción Acompañada.
Se les consultó por: Criterios del Acompañamiento, Estrategias, Problemáticas, Evaluación, Documentación de avances, Impacto Emocional. ",48,25,N/C,N/C,N/C
15/09/2021,N/C,Reunión,Dialogando con docentes_2.2,Virtual,Ministerio de Educación,N/C,N/C,N/C,Se realizaró encuentros virtuales en el cual se dialogó con los docentes de escuelas primarias sobre la Promoción Acompañada.,87,23,N/C,N/C,N/C
16/09/2021,N/C,Reunión,Dialogando con docente_3.1,Virtual,Ministerio de Educación,N/C,N/C,N/C,"Se realizaron encuentros virtuales en el cual se dialogó con los docentes y cuerpo directivo de escuelas primarias de gestión estatal y privada sobre la Promoción Acompañada.
Se les consultó por: Criterios del Acompañamiento, Estrategias, Problemáticas, Evaluación, Documentación de avances, Impacto Emocional. ",32,19,N/C,N/C,N/C
16/09/2021,N/C,Reunión,Dialogando con docentes_3.2,Virtual,Ministerio de Educación,N/C,N/C,N/C,"Se realizaron encuentros virtuales en el cual se dialogó con los docentes y cuerpo directivo de escuelas primarias de gestión estatal y privada sobre la Promoción Acompañada.
Se les consultó por: Criterios del Acompañamiento, Estrategias, Problemáticas, Evaluación, Documentación de avances, Impacto Emocional. ",59,5,N/C,N/C,N/C
16/09/2021,N/C,Voluntariado,Voluntariado de plantación - Complejos habitacionales_Lugano I y II,Presencial,Dirección General de Espacios Verdes y Cementerios,N/C,Avenida Soldado de la Frontera & Coronel Manuel José Olascoaga,8,"Se invita a los vecinos y vecinas de la Ciudad a formar parte de una jornada de plantaciones que lo vinculen con ellas, visibilizando la labor realizada y fomentando la identidad barrial de cada uno.",107,14,N/C,N/C,N/C
18/09/2021,N/C,Voluntariado,Voluntariado de plantación - Complejos habitacionales_Rivadavia I,Presencial,Dirección General de Espacios Verdes y Cementerios,N/C,Malvinas Argentinas y Alfonsina Storni,7,"Se invita a los vecinos y vecinas de la Ciudad a formar parte de una jornada de plantaciones que lo vinculen con ellas, visibilizando la labor realizada y fomentando la identidad barrial de cada uno.",92,4,N/C,N/C,N/C
21/09/2021,N/C,Relevamiento de opinión,Plan de Futuro - Etapa 1 - Consulta Ciudadana,Bimodal,"Dirección General de Planificación Estratégica de la Secretaría Planificación, Evaluación y Coordinación de Gestión",N/C,N/C,Todas,"La primera etapa del proceso participativo tuvo como objeto generar un espacio de participación en el cual los ciudadanos y las ciudadanas, puedan expresar sus preferencias respecto de las temáticas que consideren más relevantes dentro de los ejes “Bienestar Integral”, “Educación y Trabajo”, “Ciudad Digital” y “Transformación Urbana” que podrán conformar una agenda de sugerencias para la Ciudad Autónoma de Buenos Aires.",N/C,N/C,N/C,N/C,5367
22/09/2021,N/C,Voluntariado,Voluntariado de plantación - Complejos habitacionales_Ramón Carrillo,Presencial,Dirección General de Espacios Verdes y Cementerios,N/C,Avenida Mariano Acosta y Pje. del Arte,8,"Se invita a los vecinos y vecinas de la Ciudad a formar parte de una jornada de plantaciones que lo vinculen con ellas, visibilizando la labor realizada y fomentando la identidad barrial de cada uno.",124,13,N/C,N/C,N/C
23/09/2021,N/C,Experiencia,Experiencia BA - MOA,Presencial,Ministerio de Espacio Público e Higiene Urbana,N/C,"Berro 3880 en Plaza Sicilia, dentro del Parque Tres de Febrero",14,"Se invintó a los vecinos a participar de un recorrido presencial al Patio de Esculturas (MOA), el taller donde se arreglan los monumentos de la Ciudad con profesionales que explicaron el proceso.",411,26,N/C,N/C,N/C
24/09/2021,N/C,Votación,Votación mundial de Tango BA,Virtual,Ministerio de Cultura,N/C,N/C,N/C,"Los ciudadanos y ciudadanas tuvieron la posibilidad de elegir a su pareja favorita entre los treinta finalistas de la categoría “Tango de Pista” y entre los quince finalistas de la categoría “Tango Escenario”, que fueran seleccionados previamente por el jurado designado por el organizador del concurso, la Dirección General de Eventos y Festivales.
No coincide lo establecido en “cantidad de votos” con lo dispuesto en “resultado votación”

",N/C,N/C,32932,"La votación registró un total de 32932 votos, discriminadas en dos categorías:

1) Categoría ""Tango de Escenario"" con un total de 8980 votos.

Pareja 431 - Pedro Zamin y Florencia Méndez - Gral. Pacheco - 1178 votos - 13.1%
Pareja 82 - Kevin Valencia y Valentina Villarreal - Cali - 1000 votos - 11.1%
Pareja 350 - Gabriel Salvi y Carolina Leonardelli - CABA - 980 votos - 10.9%
Pareja 162 - Javier Jofrey y Paola Valdivia - Maipú - 776 votos - 8.6%
Pareja 435 - Ramiro Nicolás Almirón y Evangelina Soledad Martinez - Garín - 691 votos  - 7.7%
Pareja 521 - Sergio Martin Almiron y Laly Torres - CABA - 634 votos - 7.1%
""Pareja 502 - Emmanuel Casal y Yanina Muzyka - Avellaneda  - 619 votos - 6.9%
Pareja 506 - Gastón Gatti y Hebe Hernandez - CABA - 597 votos - 6.6%
Pareja 72 - Jesús Taborda y Sabrina Amuchástegui - Río Ceballos - 560 votos - 6.2%
Pareja 116 - Kelvin Caly y Camila Rocha - Montevideo - 499 votos - 5.6%
Pareja 510 - Jhonny Carvajal y Lucila Prego Coultas - CABA - 498 votos - 5.5%
Pareja 155 - Edgar Tobares y Rosalia Alvarez - Córdoba - 399 votos - 4.4%
""Pareja 504 - Federico Carrizo y Juan Francisco Segui - CABA"" - 230 votos - 2.6%
Pareja 310 - Ariel Adrian Almirón y Aluminé Deluchi - Garín - 205 votos - 2.3%
Pareja 302 - Agustin Agnez y Barbara Ferreyra - San Fernando  - 114 votos - 1.3%

2) Categoría ""Tango de Pista"" con un total de 23952 votos.

Pareja 363 - Joaquin Alejandro Gonzalez y Caracoch Fatima Mariel - Lobos - 2466 votos - 10.3%
Pareja 303 - Agustin Rojas y Victoria Olivella - San isidro - 2195 votos - 9.2%
""Pareja 451 - Sebastian Bolivar        y Cynthia Palacios - Allen"" - 1869 votos - 7.8%
""Pareja 339 - Facundo Barrionuevo y Aldana belen Figueroa  - San Fernando"" 1633 votos - 6.8%
Pareja 391 - Lucas Robañera y Becky Navarro - Bahía Blanca - 1302 votos - 5.4%
Pareja 434 - Ramiro Perez Caricchio y Aldana Schneider - CABA - 989 votos - 4.1%
Pareja 350 - Gabriel Salvi y Carolina Leonardelli - CABA - 955 votos - 4.0%
Pareja 134 - Horacio Lopez y Soledad Gimenez - Salta        - 943 votos - 3.9%
Pareja 444 - Rodrigo Héctor Verón y Celeste Noelia Mattia -Escobar - 941 votos  - 3.9%
Pareja 305 - Alejandro Lazzaro y Gabriela Gallese - Tandil - 939 votos - 3.9%
Pareja 458 - Valentina Garnier y Juan Amaya - Carcarañá - 867 votos - 3.6%
Pareja 392 - Lucio Agustín Galvan y Gisela Soledad Curto - Haedo - 811 votos  - 3.4%
Pareja 452 - Sebastián Ruiz y Fernanda Valenzuela - Tucumán - 732 votos  - 3.1%
Pareja 461 - Walter Schefer y Silvina Hirschfeld - Santa Fé - 680 votos - 2.8%
Pareja 445 - Rodrigo Hernan Saucedo y Ornella Simonetto - Santa Fe - 644 votos - 2.7%
Pareja 138 - Emmanuel Avendaño y Marina Belén Machado - General Roca - 640 votos - 2.7%
Pareja 310 - Ariel Adrian Almirón y Aluminé Deluchi - Garín - 613 votos  - 2.6%
Pareja 362 - Jhonny Carvajal y Mara Oviedo - CABA  - 563 votos - 2.4%.
""Pareja 324 - Diego Churquina        y Mariel Filadoro - CABA"" - 486 votos - 2.0%
Pareja 19 - Jesús Páez y Iara Duarte - CABA - 445 votos  - 1.9%
Pareja 385 - Leonardo Pankow y Laisa Souza - Curitiva        - 423 votos - 1.8%
Pareja 113 - Artem Dovbushy y Karina Dovbush - San Pertersburgo - 407 votos  - 1.7%
Pareja 41 - Seung-Jun Hong y Eunkyoung Jung - Seúl - 401 votos - 1.7%
Pareja 302 - Agustin Agnez y Barbara Ferreyra - San Fernando - 383 votos - 1.6%
Pareja 399 - Marcos Carabajal y Elena Parlattore - Buenos Aires - 366 votos  - 1.5%
Pareja 315 - Maxi Copello y Raquel Makow - José León Suárez - 319 votos  - 1.3%
Pareja 440 - Ricardo Ariel Albornoz y Daniela Elizabeth Inglese - CABA - 313 votos  - 1.3%
Pareja 58 - Camilo Bernal Varela y Mayi Yepes Arboleda - Medellín - 253 votos  - 1.1%
Pareja 111 - Cristian Di Barbora y Alessia Romanazzi - Cogliate -  207 votos - 0.9%
Pareja 24 - Nicolas Marini y Vivian Yeh - Shanghai - 71 votos  - 0.3%
Pareja 26 - Ferrol Matthew Poluan y Muliany Rambe - Jakarta - 53 votos - 0.2%
Pareja 31 - Efimov Mikhail y Daria Pechatnikova - Moscú - 43 votos - 0.2%
",N/C
25/09/2021,N/C,Reunión,Segunda Maraton de ideas: Ambiente - Virtual_5,Virtual,Dirección General de Antropología Urbana,N/C,N/C,N/C,"La Dirección General Antropología Urbana en la órbita de la Secretaría Desarrollo Urbano con la colaboración de la DGPCC, realizó encuentros con el objetivo de que puedan intercambiar sus percepciones, experiencias y deseos respecto a la temática ambiente.",64,9,N/C,N/C,N/C
25/09/2021,N/C,Voluntariado,Jornada de Adopción De Mascotas Septiembre_1,Presencial,Agencia de Protección Ambiental (APRA),N/C,Av. Libertador y Av. Iraola,14,"Actividad de voluntariado para que los ciudadanos y ciudadanas que así lo deseen, puedan participar en una jornada de adopción de mascotas.",218,31,N/C,N/C,N/C
13/10/2021,N/C,Reunión,Plan de Futuro - Etapa 2 - Ideatones - Todos los ejes (Palermo),Presencial,"-Dirección General Calidad Institucional y Gobierno abierto - Secretaría de Planificación, Evaluación y Coordinación de Gestión",N/C,Juncal 4455,14,"La segunda etapa del proceso participativo tuvo como objeto generar espacios de participación ciudadana en el cual los ciudadanos y las ciudadanas, puedan intercambiar ideas y opiniones respecto de las temáticas consideradas relevantes dentro del/los eje/s “Bienestar Integral”, “Educación y Trabajo”, “Ciudad Digital” y “Transformación Urbana” en la etapa previa.",193,38,N/C,N/C,N/C
13/10/2021,N/C,Reunión,Plan de Futuro - Etapa 2 - Ideatones - Eje: Bienestar integral (virtual),Virtual,"-Dirección General Calidad Institucional y Gobierno abierto - Secretaría de Planificación, Evaluación y Coordinación de Gestión",N/C,N/C,N/C,"La segunda etapa del proceso participativo tuvo como objeto generar espacios de participación ciudadana en el cual los ciudadanos y las ciudadanas, puedan intercambiar ideas y opiniones respecto de las temáticas consideradas relevantes dentro del/los eje/s “Bienestar Integral”, “Educación y Trabajo”, “Ciudad Digital” y “Transformación Urbana” en la etapa previa.",277,84,N/C,N/C,N/C
14/10/2021,N/C,Reunión,Plan de Futuro - Etapa 2 - Ideatones  - Todos los ejes (Caballito),Presencial,"-Dirección General Calidad Institucional y Gobierno abierto - Secretaría de Planificación, Evaluación y Coordinación de Gestión",N/C,Av. Pedro Goyena 1468,6,"La segunda etapa del proceso participativo tuvo como objeto generar espacios de participación ciudadana en el cual los ciudadanos y las ciudadanas, puedan intercambiar ideas y opiniones respecto de las temáticas consideradas relevantes dentro del/los eje/s “Bienestar Integral”, “Educación y Trabajo”, “Ciudad Digital” y “Transformación Urbana” en la etapa previa.",190,43,N/C,N/C,N/C
14/10/2021,N/C,Reunión,Plan de Futuro - Etapa 2 - Ideatones - Eje: Educación y trabajo (virtual),Virtual,"-Dirección General Calidad Institucional y Gobierno abierto - Secretaría de Planificación, Evaluación y Coordinación de Gestión",N/C,N/C,N/C,"La segunda etapa del proceso participativo tuvo como objeto generar espacios de participación ciudadana en el cual los ciudadanos y las ciudadanas, puedan intercambiar ideas y opiniones respecto de las temáticas consideradas relevantes dentro del/los eje/s “Bienestar Integral”, “Educación y Trabajo”, “Ciudad Digital” y “Transformación Urbana” en la etapa previa.",369,85,N/C,N/C,N/C
19/10/2021,N/C,Reunión,Plan de Futuro - Etapa 2 - Ideatones - Todos los ejes (Barracas),Presencial,"-Dirección General Calidad Institucional y Gobierno abierto - Secretaría de Planificación, Evaluación y Coordinación de Gestión",N/C,Algarrobo 1041,4,"La segunda etapa del proceso participativo tuvo como objeto generar espacios de participación ciudadana en el cual los ciudadanos y las ciudadanas, puedan intercambiar ideas y opiniones respecto de las temáticas consideradas relevantes dentro del/los eje/s “Bienestar Integral”, “Educación y Trabajo”, “Ciudad Digital” y “Transformación Urbana” en la etapa previa.",257,22,N/C,N/C,N/C
19/10/2021,N/C,Reunión,Plan de Futuro - Etapa 2 - Ideatones - Eje: Transformación urbana (virtual),Virtual,"-Dirección General Calidad Institucional y Gobierno abierto - Secretaría de Planificación, Evaluación y Coordinación de Gestión",N/C,N/C,N/C,"La segunda etapa del proceso participativo tuvo como objeto generar espacios de participación ciudadana en el cual los ciudadanos y las ciudadanas, puedan intercambiar ideas y opiniones respecto de las temáticas consideradas relevantes dentro del/los eje/s “Bienestar Integral”, “Educación y Trabajo”, “Ciudad Digital” y “Transformación Urbana” en la etapa previa.",811,217,N/C,N/C,N/C
20/10/2021,N/C,Reunión,Plan de Futuro - Etapa 2 - Ideatones - Eje: Ciudad digital (virtual),Virtual,"-Dirección General Calidad Institucional y Gobierno abierto - Secretaría de Planificación, Evaluación y Coordinación de Gestión",N/C,N/C,N/C,"La segunda etapa del proceso participativo tuvo como objeto generar espacios de participación ciudadana en el cual los ciudadanos y las ciudadanas, puedan intercambiar ideas y opiniones respecto de las temáticas consideradas relevantes dentro del/los eje/s “Bienestar Integral”, “Educación y Trabajo”, “Ciudad Digital” y “Transformación Urbana” en la etapa previa.",873,124,N/C,N/C,N/C
21/10/2021,N/C,Reunión,Plan de Futuro - Etapa 2 - Ideatones - JÓVENES (Belgrano),Presencial,"-Dirección General Calidad Institucional y Gobierno abierto - Secretaría de Planificación, Evaluación y Coordinación de Gestión",N/C,Av. Juramento 2291,14,"La segunda etapa del proceso participativo tuvo como objeto generar espacios de participación ciudadana en el cual los ciudadanos y las ciudadanas, puedan intercambiar ideas y opiniones respecto de las temáticas consideradas relevantes dentro del/los eje/s “Bienestar Integral”, “Educación y Trabajo”, “Ciudad Digital” y “Transformación Urbana” en la etapa previa.",199,27,N/C,N/C,N/C
21/10/2021,N/C,Reunión,Plan de Futuro - Etapa 2 - Ideatones - JÓVENES (virtual),Virtual,"-Dirección General Calidad Institucional y Gobierno abierto - Secretaría de Planificación, Evaluación y Coordinación de Gestión",N/C,N/C,N/C,"La segunda etapa del proceso participativo tuvo como objeto generar espacios de participación ciudadana en el cual los ciudadanos y las ciudadanas, puedan intercambiar ideas y opiniones respecto de las temáticas consideradas relevantes dentro del/los eje/s “Bienestar Integral”, “Educación y Trabajo”, “Ciudad Digital” y “Transformación Urbana” en la etapa previa.",580,73,N/C,N/C,N/C
23/10/2021,N/C,Experiencia,Experiencia BA - Plazoleta Scholem Aleijem,Presencial,Comuna 5,N/C,Av Córdoba esquina Gascón,5,"Se invitó a los/as vecinos/as a recorrer la Plazoleta Scholem Aleijem un espacio común, recreativo y público a través de una Experiencia BA donde se conversó sobre la importancia del espacio verde, el arbolado y su ciudad.",78,11,N/C,N/C,N/C
23/10/2021,N/C,Voluntariado,Jornada de Adopción de Mascotas Octubre_2,Presencial,Agencia de Protección Ambiental (APRA),N/C,Avenida Eva Peron 1400,7,"Actividad de voluntariado para que los ciudadanos y ciudadanas que así lo deseen, puedan participar en una jornada de adopción de mascotas.",635,23,N/C,N/C,N/C
28/10/2021,N/C,Visita,Visita de obra - Parque de la Innovación,Presencial,Secretaria de Transporte y Obras públicas,N/C,Udaondo 1365,13,Recorrido con ciudadanos y ciudadanas por el predio del Ex Tiro Federal -Parque de la Innovación.,627,7,N/C,N/C,N/C
30/10/2021,N/C,Voluntariado,La Noche de Los Museos 2021_1,Presencial,Ministerio de Cultura,N/C,N/C,N/C,"En el marco de la La Noche de los Museos, se invitó a voluntarios a que colaboren en diversas tareas de atención al público en distintos museos y espacios culturales de la Ciudad.",131,74,N/C,N/C,N/C
05/11/2021,N/C,Evento,Semana #OrgulloBA_Sorteo de entradas,Presencial,N/C,N/C,N/C,N/C,Se invitó a vecinos a que participen en sorteo de entradas para las obras de teatro La deuda del grito y Siglo de Oro Trans.,"2,992",24,N/C,N/C,N/C
11/11/2021,N/C,Voluntariado,Voluntariado de plantación - Complejos habitacionales_San Francisco,Presencial,Dirección General espacios Verdes y Arbolado,N/C,Avenida Castañares y Portela,8,"Se invita a los vecinos y vecinas de la Ciudad a formar parte de una jornada de plantaciones que lo vinculen con ellas, visibilizando la labor realizada y fomentando la identidad barrial de cada uno.",100,5,N/C,N/C,N/C
20/11/2021,N/C,Voluntariado,La Nochecita 2021_ 1,Presencial,Ministerio de Cultura,N/C,N/C,N/C,En el marco de la La Nochecita invitó a voluntarios a que colaboren en diversas tareas de atención al público en distintos museos y espacios culturales de la Ciudad.,131,15,N/C,N/C,N/C
24/11/2021,N/C,Votación,Plan de Futuro - Etapa 3 - Votación Ciudadana,Virtual,"Dirección General de Planificación Estratégica de la Secretaría Planificación, Evaluación y Coordinación de Gestión",N/C,N/C,Todas,"La tercera etapa del proceso participativo tuvo como objeto de generar un espacio de participación ciudadana en el cual los ciudadanos y las ciudadanas que lo deseen, puedan expresar sus preferencias respecto de las ideas recabadas en la etapa previa.
",N/C,N/C,5875,"Votos totales: 5875.
Bienestar integral
Fomentar el aumento de los espacios verdes 1819 30,96%
Impulsar más campañas de comunicación y educación que difundan la importancia del reciclaje, el proceso y su impacto. 1133 19,29%
Favorecer la ampliación y la mejora de la red de ciclovías, promover el uso de la bici y concientizar sobre las buenas prácticas en ciclistas 801 13,63%
Ampliar la promoción de incentivos o premios para quienes reciclan 756 12,87%
Potenciar el voluntariado ciudadano para el acompañamiento e integración a personas adultas mayores, niños y niñas y a la juventud. 684 11,64%
Favorecer la implementación de más circuitos aeróbicos completos y espacios para deportes de equipo al aire libre, con acceso a puntos
de control de salud. 682 11,61%
Suma total 5875 100,00%
Ciudad digital 
Favorecer la mejora de la conectividad al WiFi en toda la ciudad, incluyendo el transporte público. 1668 28,39%
Fomentar la generación de una plataforma digital unificada para trámites y reclamos, acompañada por atención al público (presencial y
telefónica). 1615 27,49%
Promover una App gubernamental con un historial médico digital. Poder acceder al registro médico personal, sacar turnos y que tenga
alertas para controles médicos. 1057 17,99%
Facilitar el acceso a los sistemas de trámites digitales para aquellos grupos menos familiarizados con estas herramientas. 707 12,03%
Impulsar la generación de un usuario único electrónico por ciudadano que centralice su historial de trámites en la Ciudad 469 7,98%
Incentivar la ampliación de las funciones de BOTI generando respuestas personalizadas en base a las consultas previas del usuario,
complementándolas con atención personalizada las Comunas. 359 6,11%
Suma total 5875 100,00%
Educación y trabajo
Facilitar la inserción en el primer empleo, articulando y desarrollando el vínculo entre estudiantes de quinto año con universidades y
mercado laboral. 1471 25,07%
Impulsar pasantías, o prácticas profesionalizantes, para estudiantes que estén terminando la secundaria. 1196 20,35%
Favorecer la generación de un plan integral de asistencia a jóvenes emprendedores que incluya capacitaciones sobre temas financieros y
comunicación en redes sociales, así como también la posibilidad de acceder a créditos e incentivos impositivos para nuevos
emprendimientos 857 14,54%
Promover un mayor acceso al trabajo a través de certificaciones que acrediten saberes 797 13,61%
Promover la generación de herramientas que faciliten los procesos de búsquedas laborales 793 13,46%
Priorizar las habilidades digitales en el plan de estudio del nivel secundario en relación al mercado laboral. 761 12,96%
Suma total 5875 100,00%
Transformación urbana
Impulsar la mejora de la higiene, limpieza y seguridad urbana de los espacios públicos a través de un mayor control. 2021 34,40%
Incentivar el aumento de la cantidad de árboles en calles y plazas, con un sistema de mantenimiento y cuidado 1264 21,51%
Promover la transición de plazas y parques secos a verdes 1040 17,70%
Facilitar el acceso al borde costero para peatones y ciclistas 596 10,14%
Fomentar la construcción de mobiliario urbano con material reciclado 527 8,97%
Favorecer la movilidad limpia a través de créditos e incentivos impositivos 427 7,27%
Suma total 5875 100,00%",N/C
24/11/2021,N/C,Reunión,Encuentros sobre entornos saludables_1,Presencial,Ministerio de Educación - Ministerio de Salud,N/C,Deán Funes 1821,4,Desde la DGPCC se prestó colaboración en la celebración de encuentros con niños/as con la finalidad de que puedan intercambiar sus opiniones e ideas respecto del proyecto “Promoción de Entornos Saludables” de la DG de Servicio a las Escuelas del Ministerio de Educación.,N/C,10,N/C,N/C,N/C
25/11/2021,N/C,Reunión,Encuentros sobre entornos saludables_1,Presencial,Ministerio de Educación - Ministerio de Salud,N/C,Deán Funes 1821,4,Desde la DGPCC se prestó colaboración en la celebración de encuentros con niños/as con la finalidad de que puedan intercambiar sus opiniones e ideas respecto del proyecto “Promoción de Entornos Saludables” de la DG de Servicio a las Escuelas del Ministerio de Educación.,N/C,41,N/C,N/C,N/C
25/11/2021,N/C,Votación,Concurso Sabor Federal_Votación online,Virtual,Subsecretaría de Políticas Gastronómicas,N/C,N/C,N/C,"El concurso fue organizado la Subsecretaría de Políticas Gastronómicas (SSPOG) dependiente del Ministerio de Desarrollo Económico y Producción, la Dirección General de Desarrollo Gastronómico (DGDGAS) dependiente de éste y la Subsecretaría de Cooperación Urbana Federal (SSCUF) dependiente de la Secretaría General y Relaciones Internacionales (SGYRI).
La DGPCC colaboró poniendo a disposición herramienta/s de participación para que los/as ciudadanos/as tengan la posibilidad de elegir su video de receta favorito. A su vez, entre aquellos que manifestaron tener intención de formar parte como jurado en la final presencial, se realizó un sorteo frente a escribano público para elegir a los vecinos jurados. 


",N/C,N/C,3805,"Total de votos 3805.
1 - Andrea Morales - Jujuy - 343 votos - 9,1%.
2- Paola Nair Fasano - La Pampa - 338 votos - 8,8%. 
3 - Octavio D. Fueyo - Santa Fé - 285 votos - 7,4%. 
4 - Julieta Carolina Gruber - Chaco - 279 votos - 7,3%.
5 - Cristian Caffa - Ciudad Autónoma de Buenos Aires - 255 votos - 6,7%.
6 - Carlos Reynaga - Salta - 242 votos - 6,3%.
7 - Joaquín Amici - Mendoza - 198 votos - 5,2%. 
8 - José Tomás Carmona - Misiones - 197 votos - 5,1%.
9 - Nicolás Pereyra - Entre Ríos - 191 votos - 5,2%. 
10 - Julieta Sepúlveda - La Rioja - 186 votos - 4,8%.
11 - Juan Izaguirre - Río Negro - 180 votos - 4,7%.
12 - Matias Godoy - Santa Cruz - 176 votos - 4,6%.
13 - Maria Virginia García - San Luis - 167 votos - 4,3%.
14 - Andrea Soledad Sosa Herrmann - Corrientes - 147 votos -
15 - Romina Gonzalez - Córdoba - 137 votos - 3,8%.
16 - Jorge Daniel Ponteprino - Provincia de Buenos Aires - 131 votos - 3,4%.
17 - Patricio Coughlan - San Juan - 122 votos - 3,2%.
18 - Elvira Cossio - Tucumán - 105 votos - 2,76. 
19 - Mabel Viveros - Tierra del Fuego - 28 votos - 0,7%.
20 - Bruno Joaquín Mansilla Pubzolu - Catamarca - 26 votos - 0,6%.
21 - Agustina Boucar - Santiago del Estero - 22 votos - 0,5%.
22 - Adela Graciela Yahari - Formosa - 18 votos - 0,4%.
23 - Julieta Valsecchi - Chubut - 17 votos - 0,4%.
24 -Candela Fuentes - Neuquén - 15 votos - 0,4%.",N/C
26/11/2021,N/C,Relevamiento de opinión,Soluciones basadas en la naturaleza | Parque Saavedra_Relevamiento,Bimodal,Secretaria de Transporte y Obras públicas,N/C,"Vilela, Buenos Aires",12,"La Dirección General Infraestructura Urbana de la Secretaría Transporte y Obras Públicas, solicitó colaboración a la DGPCC en la generación de una herramienta de participación ciudadana en la cual los ciudadanos y las ciudadanas, puedan expresar sus opiniones respecto de la posible Regeneración del Arroyo Medrano en el Parque Saavedra.",N/C,N/C,N/C,N/C,1234
27/11/2021,N/C,Voluntariado,Jornada de Adopción de Mascotas Noviembre_3,Presencial,Secretaria de Ambiente,N/C,Av. Rivadavia y Corvalan,10,"Actividad de voluntariado para que los ciudadanos y ciudadanas que así lo deseen, puedan participar en una jornada de adopción de mascotas.",968,33,N/C,N/C,N/C
